1,1,3630
2,1,2329
3,1,2245
4,1,1540
5,1,2125
6,1,2356
7,1,2144
8,1,2072
9,1,3044
10,1,2051
12,3,3448
13,3,2889
14,3,3388
15,3,2870
16,3,2813
1,3,3656
18,3,3229
19,3,3393
20,3,2644
21,3,2271
1,4,3628
2,4,2327
24,4,2239
25,4,2108
26,4,2100
27,4,2271
28,4,2355
29,4,2589
30,4,2578
31,4,2186
32,5,3873
33,5,2643
1,5,3648
2,5,2347
36,5,2288
37,5,2631
38,5,3287
39,5,2353
40,5,2194
41,5,3059
42,6,3003
43,6,2938
44,6,3105
45,6,3031
46,6,2986
47,6,2777
48,6,3454
1,6,3673
50,6,2416
51,6,3100
52,7,2933
53,7,2822
54,7,3602
1,7,3645
50,7,2388
57,7,3086
58,7,2047
59,7,3886
60,7,3190
61,7,2860
62,8,3160
63,8,2631
64,8,2450
65,8,3236
66,8,2851
1,8,3616
2,8,2318
53,8,2805
70,8,3152
52,8,2965
1,9,3593
2,9,2295
53,9,2782
70,9,3129
52,9,2942
77,9,3000
78,9,3215
79,9,2930
80,9,3336
81,9,2990
82,10,2886
83,10,2276
84,10,3123
85,10,3055
86,10,1942
1,10,3567
2,10,2269
89,10,2736
90,10,2600
91,10,2005
92,11,3058
93,11,2174
94,11,2653
95,11,2715
96,11,2373
1,11,3542
2,11,2244
99,11,2090
100,11,2425
101,11,2338
102,12,3793
103,12,3844
1,12,3518
105,12,2457
106,12,2397
107,12,3851
108,12,3831
109,12,2563
110,12,2763
111,12,3490
102,13,3814
103,13,3865
114,13,2725
115,13,2355
116,13,2192
117,13,3030
118,13,2749
1,13,3497
120,13,2350
121,13,2191
102,14,3836
103,14,3887
124,14,3072
1,14,3519
126,14,2192
127,14,3143
128,14,3496
129,14,2640
130,14,3050
131,14,3373
1,15,3499
2,15,2224
50,15,2368
135,15,3072
136,15,2560
137,15,2929
138,15,2791
139,15,2809
140,15,3427
141,15,2977
1,16,3473
2,16,2198
50,16,2342
145,16,2787
146,16,2745
51,16,3114
148,16,2088
149,16,3045
150,16,2702
151,16,2657
152,17,2353
153,17,2956
154,17,2858
155,17,3411
156,17,3378
52,17,2984
54,17,3655
1,17,3473
53,17,2841
161,17,1980
52,18,2984
54,18,3655
1,18,3473
53,18,2841
161,18,1980
167,18,2468
168,18,3156
169,18,1858
170,18,2443
171,18,1922
172,19,2716
173,19,2760
30,19,2568
175,19,2925
176,19,2524
1,19,3448
2,19,2173
179,19,2527
180,19,2522
181,19,2489
1,20,3421
2,20,2146
50,20,2338
185,20,1909
186,20,1756
187,20,2681
188,20,2352
189,20,2546
190,20,2071
191,20,1788
192,21,3141
193,21,2644
194,21,2235
1,21,3444
2,21,2169
197,21,2936
198,21,2830
199,21,2516
200,21,2137
201,21,2586
202,22,2782
203,22,2606
204,22,2873
205,22,2127
206,22,1917
1,22,3419
2,22,2144
209,22,2364
210,22,1635
211,22,2523
99,23,2066
2,23,2120
214,23,2100
215,23,1981
216,23,1926
217,23,2846
218,23,1684
219,23,2157
220,23,1950
221,23,1920
99,24,2041
2,24,2095
224,24,2227
225,24,2070
226,24,1909
227,24,2532
228,24,2085
229,24,1680
230,24,2241
215,24,2006
232,25,2735
233,25,2746
234,25,2731
235,25,2642
236,25,2252
1,25,3403
2,25,2079
239,25,2634
240,25,2312
241,25,2281
242,26,3484
243,26,2157
244,26,1975
245,26,2540
246,26,2078
1,26,3419
2,26,2095
249,26,2216
250,26,2223
251,26,2387
252,27,2223
253,27,2221
254,27,1970
1,27,3432
2,27,2108
257,27,2180
258,27,2081
259,27,1944
260,27,1871
261,27,2626
1,28,3409
2,28,2085
264,28,2229
265,28,2262
266,28,3611
267,28,2799
268,28,2169
269,28,3360
270,28,3078
271,28,2780
272,29,2863
273,29,2610
274,29,3337
275,29,3216
276,29,2162
1,29,3393
2,29,2069
279,29,2737
280,29,2013
281,29,3591
282,30,3375
283,30,3269
284,30,1555
285,30,2200
286,30,1895
1,30,3411
2,30,2087
289,30,1907
290,30,1926
291,30,2745
292,31,3071
293,31,1531
294,31,3199
1,31,3425
2,31,2101
297,31,2328
298,31,2336
299,31,2792
300,31,2543
301,31,2532
302,32,1917
303,32,2058
304,32,1698
1,32,3401
2,32,2077
307,32,1699
308,32,1825
309,32,2651
310,32,3379
311,32,2106
1,33,3417
2,33,2093
314,33,2394
315,33,2224
316,33,2214
317,33,2543
318,33,2508
319,33,2458
320,33,2593
321,33,1759
322,34,2944
323,34,2941
324,34,2623
325,34,2489
326,34,2063
327,34,2800
1,34,3401
2,34,2077
330,34,2431
331,34,2151
332,35,3503
333,35,2197
334,35,3074
335,35,2915
336,35,2066
1,35,3385
2,35,2061
339,35,3396
340,35,2190
341,35,2448
342,36,2408
343,36,3152
344,36,3545
345,36,2466
346,36,2085
1,36,3402
2,36,2078
334,36,3100
335,36,2941
336,36,2092
352,37,2977
353,37,2571
354,37,2623
355,37,2000
356,37,1873
357,37,2860
1,37,3416
2,37,2092
360,37,2080
361,37,2329
362,38,2924
363,38,2821
364,38,2983
365,38,2668
366,38,2319
367,38,3051
1,38,3433
2,38,2109
370,38,2778
371,38,2396
372,39,3212
1,39,3458
2,39,2134
375,39,1992
376,39,1914
377,39,2696
378,39,2622
379,39,2545
380,39,2332
381,39,2246
382,40,2908
1,40,3433
50,40,2313
385,40,2755
386,40,2671
387,40,2966
388,40,2885
389,40,2879
390,40,3050
391,40,2564
1,41,3407
2,41,2108
394,41,2061
395,41,2539
396,41,2029
397,41,2172
398,41,3211
399,41,1951
400,41,1953
401,41,2902
402,42,2899
403,42,3197
404,42,2947
405,42,2506
406,42,2205
1,42,3383
2,42,2084
51,42,3105
410,42,2323
411,42,2326
412,43,3060
413,43,3055
1,43,3367
2,43,2068
416,43,2505
417,43,2881
418,43,3437
419,43,2806
420,43,2640
421,43,2450
422,44,3415
423,44,2187
424,44,2297
425,44,2179
426,44,1658
1,44,3384
2,44,2085
429,44,1736
430,44,2378
431,44,2164
1,45,3399
2,45,2100
434,45,1970
435,45,2746
436,45,1358
437,45,2515
438,45,2711
439,45,1565
440,45,1484
441,45,2591
310,46,3370
311,46,2104
444,46,3158
445,46,2883
446,46,2130
1,46,3383
2,46,2084
449,46,2974
450,46,2032
451,46,2664
452,47,2986
1,47,3399
2,47,2100
455,47,2632
456,47,1886
457,47,3115
458,47,3272
459,47,2225
460,47,1976
461,47,1956
462,48,2537
463,48,2690
464,48,2500
465,48,2515
466,48,2187
467,48,2511
1,48,3383
2,48,2084
470,48,1805
471,48,2242
1,49,3355
473,49,2891
474,49,2062
475,49,2303
476,49,1372
477,49,2260
478,49,2796
479,49,2407
480,49,2644
481,49,1613
482,50,3809
483,50,3354
484,50,3769
103,50,3629
486,50,2902
487,50,3437
488,50,4039
489,50,3531
1,50,3382
491,50,3002
492,51,3521
493,51,2175
494,51,2166
495,51,2111
1,51,3406
497,51,3106
498,51,2214
499,51,2173
500,51,2148
501,52,3028
502,52,4012
503,52,3105
504,52,2854
505,52,2753
1,52,3381
507,52,2904
508,52,2668
105,53,2725
510,53,2617
511,53,2678
512,53,2485
513,53,2355
1,53,3365
2,53,2068
516,53,2632
517,53,2277
518,53,2274
452,54,2971
520,54,2663
521,54,2488
522,54,2637
523,54,2553
524,54,2751
1,54,3381
2,54,2084
378,54,2673
528,54,2642
529,55,1676
530,55,1655
531,55,1635
2,55,2109
533,55,1158
534,55,2128
535,55,1396
536,55,1274
537,55,1583
538,56,1725
539,56,1669
540,56,1713
541,56,1540
542,56,1530
543,56,1767
544,56,1696
2,56,2134
533,56,1183
547,56,1653
571,89,2352
572,89,2482
1,89,3381
533,89,1158
2,89,2134
576,89,2888
577,89,1886
578,89,1828
579,89,3164
580,89,2060
1,90,3406
2,90,2159
583,90,2780
584,90,2713
585,90,2615
586,90,2704
587,90,2460
588,90,2378
589,90,3203
590,90,2665
591,91,2529
592,91,2380
593,91,3110
594,91,2752
595,91,2403
1,91,3430
2,91,2183
598,91,2726
599,91,2607
600,92,3036
601,92,3013
602,92,2759
603,92,2734
604,92,2335
1,92,3405
2,92,2158
607,92,2778
608,92,2752
609,92,2449
1,93,3380
2,93,2133
612,93,2417
613,93,2306
614,93,2307
607,93,2803
616,93,1953
617,93,2662
618,93,2817
609,93,2474
620,94,2712
621,94,3078
622,94,2137
623,94,2525
624,94,2400
625,94,2868
626,94,2524
1,94,3364
2,94,2117
470,94,1789
630,95,2995
631,95,2695
1,95,3381
2,95,2134
470,95,1806
635,95,2613
636,95,2597
637,95,2502
638,95,2631
639,95,2610
640,96,1783
641,96,1647
533,96,1107
2,96,2159
470,96,1831
645,96,1808
646,96,1460
647,96,1704
648,96,1921
649,96,1363
533,97,1123
2,97,2175
470,97,1847
653,97,760
654,97,1447
655,97,1925
656,97,1000
657,97,838
658,97,2012
659,97,1432
660,98,1542
533,98,1139
2,98,2191
470,98,1863
653,98,776
665,98,1455
666,98,1516
667,98,1838
668,98,1051
669,98,1459
533,99,1156
2,99,2208
470,99,1880
653,99,793
674,99,1397
675,99,1620
676,99,1523
677,99,1473
678,99,1471
679,99,1423
1,100,3406
2,100,2233
682,100,2939
683,100,2073
684,100,2457
685,100,2341
686,100,2630
687,100,3026
688,100,2443
689,100,2438
2,101,2258
533,101,1306
692,101,1744
693,101,1731
694,101,1722
695,101,1740
696,101,1869
697,101,1547
698,101,1681
699,101,1673
1,102,3428
2,102,2280
702,102,2678
703,102,2677
704,102,2387
705,102,2651
706,102,2018
707,102,3118
708,102,2482
709,102,2417
710,103,1850
711,103,1848
533,103,1281
2,103,2255
714,103,1733
715,103,1897
716,103,1836
717,103,1845
718,103,1806
719,103,1791
720,104,1914
721,104,1733
722,104,1804
723,104,1531
724,104,2025
725,104,1824
726,104,1967
727,104,1674
533,104,1307
2,104,2281
730,105,1812
731,105,1791
533,105,1282
2,105,2256
734,105,1745
735,105,1835
736,105,1865
737,105,1826
738,105,1823
739,105,1804
740,106,1803
741,106,1935
742,106,1849
533,106,1307
2,106,2281
745,106,1947
746,106,1396
747,106,2121
748,106,1765
749,106,1676
750,107,1627
751,107,2124
752,107,1812
753,107,2119
754,107,1967
755,107,1320
756,107,1612
1,107,3420
533,107,1299
759,107,1889
760,108,1613
761,108,1867
762,108,2026
763,108,2009
764,108,2372
755,108,1337
533,108,1316
1,108,3412
2,108,2273
756,108,1604
755,109,1344
533,109,1323
1,109,3419
2,109,2280
756,109,1611
775,109,2227
776,109,2073
777,109,1321
778,109,1374
779,109,2494
533,110,1348
2,110,2305
782,110,1763
783,110,1755
784,110,1695
785,110,1763
786,110,1832
787,110,1660
788,110,1726
789,110,1643
790,111,1738
791,111,1895
792,111,1942
793,111,1535
794,111,1679
533,111,1373
2,111,2330
797,111,1805
798,111,1898
799,111,1626
800,112,2023
801,112,1998
802,112,1899
533,112,1398
2,112,2355
805,112,2118
806,112,1707
807,112,1895
808,112,1884
809,112,1832
810,113,1939
811,113,2085
812,113,1561
813,113,1792
814,113,1911
533,113,1423
2,113,2380
817,113,1910
818,113,1879
819,113,1905
820,114,1944
533,114,1448
2,114,2405
470,114,1905
824,114,1880
825,114,1955
